2394,1872,1,0,2,0
2467,1872,1,0,0,8
2699,1872,1,0,0,3
3168,1872,1,0,1,0
3288,1872,1,0,8,3
3699,1872,1,0,5,0
3781,1872,1,0,0,4
3961,1872,1,1,0,1
4015,1872,1,47,0,0
4723,1872,1,0,0,6
5095,1872,1,1,55,0
5533,1872,1,1,0,4
5607,1872,1,0,3,17
5678,1872,1,0,1,1
5690,1872,1,0,0,2
6321,1872,1,0,9,0
6321,1872,2,18,0,0
6566,1872,1,9,0,0
6566,1872,2,0,1,0
6768,1872,1,0,0,2
7241,1872,1,3,51,0
7561,1872,1,0,3,5
7561,1872,2,0,1,0
7942,1872,1,0,5,0
7974,1872,1,0,0,3
7980,1872,1,0,0,1
7991,1872,1,0,2,22
8104,1872,1,0,4,0
8504,1872,1,0,0,8
8533,1872,1,0,0,2
8672,1872,1,3,0,0
9219,1872,1,0,0,2
9377,1872,1,2,0,1
9504,1872,1,0,3,0
9514,1872,1,25,0,0
10256,1872,1,38,0,0
10983,1872,1,0,0,2
11214,1872,1,0,0,25
11214,1872,2,0,0,9
11277,1872,1,0,0,8
11469,1872,1,0,18,1
11578,1872,1,1,0,14
11631,1872,1,0,0,1
11807,1872,1,41,1,11
11859,1872,1,2,0,9
12053,1872,1,0,0,26
12213,1872,1,0,0,4
12238,1872,1,11,0,0
12664,1872,1,0,0,1
12937,1872,1,0,3,0
12937,1872,2,0,8,0
13550,1872,1,19,0,1
13725,1872,1,2,9,0
13791,1872,1,1,0,1
14163,1872,1,6,5,16
14382,1872,1,0,0,6
14717,1872,1,0,0,20
14850,1872,1,0,37,0
15209,1872,1,0,0,7
15314,1872,1,4,0,38
15896,1872,1,5,0,0
16196,1872,1,0,0,1
16494,1872,1,1,0,2
16846,1872,1,0,0,1
16848,1872,1,9,0,0
16927,1872,1,0,7,0
17371,1872,1,0,5,0
17512,1872,1,0,4,0
17530,1872,1,0,0,1
17784,1872,1,18,0,0
17966,1872,1,19,0,0
18102,1872,1,0,47,0
19080,1872,1,2,1,3
19512,1872,1,0,0,11
19597,1872,1,0,0,1
19622,1872,1,0,48,0
19696,1872,1,0,0,1
19722,1872,1,51,0,1
19834,1872,1,0,0,8
19834,1872,2,0,0,1
107,1873,2,0,0,31
243,1873,1,8,9,4
247,1873,1,0,1,2
247,1873,2,0,0,1
421,1873,1,0,3,0
547,1873,1,0,0,2
574,1873,1,0,14,9
876,1873,1,0,0,1
980,1873,1,0,1,0
1028,1873,1,1,0,0
1065,1873,1,0,1,51
1372,1873,1,2,0,36
1411,1873,1,0,0,3
1679,1873,1,15,0,2
1679,1873,2,0,4,12
1792,1873,1,0,0,43
1869,1873,1,0,0,2
2017,1873,1,0,0,3
2607,1873,1,0,0,1
2616,1873,1,0,0,1
3168,1873,1,0,1,0
3781,1873,1,0,7,0
4015,1873,1,51,0,0
4481,1873,1,0,0,1
4685,1873,1,0,6,0
4723,1873,1,0,1,0
5095,1873,1,0,53,0
5115,1873,1,0,0,1
5430,1873,1,0,0,3
5607,1873,1,1,2,43
5950,1873,1,0,0,2
6321,1873,1,53,0,0
7241,1873,1,0,35,0
7561,1873,1,0,12,0
7569,1873,1,0,0,1
7991,1873,1,0,1,18
8060,1873,1,36,0,0
8203,1873,1,0,30,0
8258,1873,1,2,0,0
8953,1873,1,1,0,0
8968,1873,1,0,1,0
9408,1873,1,0,1,0
9682,1873,1,0,1,0
10256,1873,1,45,0,0
10814,1873,1,1,1,3
11015,1873,1,2,0,3
11214,1873,1,0,0,30
11277,1873,1,0,0,5
11432,1873,1,0,0,11
11807,1873,1,51,0,0
11859,1873,1,1,4,1
12215,1873,1,0,1,0
12729,1873,1,0,24,6
12937,1873,1,0,0,6
12980,1873,1,0,0,1
13414,1873,1,0,0,22
13550,1873,1,55,0,0
14069,1873,1,0,0,1
14163,1873,1,0,2,54
14296,1873,1,0,1,0
14717,1873,1,0,4,3
14850,1873,1,0,50,0
15620,1873,1,0,1,0
15864,1873,1,0,0,1
15896,1873,1,13,0,0
16196,1873,1,0,19,0
16353,1873,1,1,0,1
16633,1873,1,0,3,0
16721,1873,1,2,0,0
16851,1873,1,0,3,0
16927,1873,1,0,13,0
17099,1873,1,0,0,2
17316,1873,1,0,0,1
18102,1873,1,1,51,0
18823,1873,1,0,3,1
19080,1873,1,0,0,9
19584,1873,1,0,0,1
19622,1873,1,0,58,0
19722,1873,1,56,1,0
247,1874,1,0,3,44
421,1874,1,0,0,8
850,1874,1,1,0,0
861,1874,1,0,4,25
980,1874,1,0,2,5
1028,1874,1,1,2,6
1065,1874,1,1,0,28
1372,1874,1,0,1,43
1563,1874,1,0,0,1
1679,1874,1,44,0,0
1792,1874,1,0,0,1
1864,1874,1,0,5,6
1869,1874,1,1,1,0
2305,1874,1,2,1,0
3008,1874,1,0,1,52
3157,1874,1,1,30,0
3168,1874,1,0,1,14
3288,1874,1,0,1,0
3401,1874,1,0,0,2
3961,1874,1,0,0,1
4015,1874,1,55,2,0
4269,1874,1,0,46,0
4481,1874,1,0,0,17
4685,1874,1,0,0,3
5095,1874,1,7,50,0
5419,1874,1,0,3,0
5430,1874,1,0,2,1
5607,1874,1,0,8,6
5633,1874,1,0,0,1
5678,1874,1,1,0,0
6321,1874,1,51,0,0
6324,1874,1,1,1,0
6566,1874,1,2,1,17
7241,1874,1,20,21,7
7248,1874,1,0,0,1
7561,1874,1,0,12,14
7569,1874,1,58,0,0
7974,1874,1,0,4,0
7991,1874,1,0,3,31
8060,1874,1,1,50,0
8104,1874,1,0,13,5
8182,1874,1,0,3,3
8968,1874,1,0,0,1
9424,1874,1,2,2,0
9652,1874,1,4,0,0
10256,1874,1,51,0,0
11146,1874,1,1,0,0
11277,1874,1,1,0,0
11631,1874,1,0,0,4
11638,1874,1,6,9,0
11807,1874,1,5,51,1
11859,1874,1,0,8,49
12053,1874,1,2,0,3
12190,1874,1,0,1,1
12729,1874,1,0,1,13
12937,1874,1,0,1,0
13367,1874,1,0,0,1
13550,1874,1,2,3,13
13725,1874,1,1,0,0
14069,1874,1,0,0,6
14163,1874,1,0,27,0
14558,1874,1,0,1,14
14717,1874,1,0,0,14
14768,1874,1,0,0,1
14850,1874,1,8,57,0
14888,1874,1,0,0,1
15620,1874,1,47,0,0
16185,1874,1,0,1,1
16196,1874,1,0,1,4
16251,1874,1,8,0,1
16251,1874,2,0,0,1
16927,1874,1,0,6,0
17099,1874,1,1,1,0
17113,1874,1,0,4,15
17530,1874,1,0,0,1
17966,1874,1,45,0,0
18102,1874,1,2,11,24
19080,1874,1,0,0,21
19622,1874,1,0,40,0
19722,1874,1,49,1,0
107,1875,1,0,1,67
243,1875,1,0,1,2
243,1875,2,0,0,37
247,1875,1,0,0,2
421,1875,1,0,2,23
513,1875,1,0,0,1
850,1875,1,0,0,0
861,1875,1,0,3,4
861,1875,2,0,1,2
980,1875,1,0,1,0
1028,1875,1,3,19,8
1065,1875,2,0,3,29
1372,1875,1,4,0,48
1542,1875,1,2,2,
1635,1875,1,0,0,29
1679,1875,1,3,1,60
1792,1875,1,0,0,12
1837,1875,1,1,0,0
1854,1875,1,0,1,0
1864,1875,1,0,1,0
1864,1875,2,1,0,1
2149,1875,1,0,1,1
2846,1875,1,1,0,11
3008,1875,1,0,0,43
3157,1875,1,0,16,1
3288,1875,1,0,0,7
3579,1875,1,0,0,1
3777,1875,1,0,0,1
3841,1875,1,10,7,2
3895,1875,1,0,4,0
3961,1875,1,2,4,0
4015,1875,1,65,2,0
4036,1875,2,0,0,2
4317,1875,1,0,0,2
4481,1875,1,0,3,1
4650,1875,1,0,1,0
5066,1875,1,0,1,0
5095,1875,1,2,65,0
5130,1875,1,0,2,
5309,1875,1,1,0,0
5541,1875,1,0,0,1
5541,1875,2,0,0,1
5607,1875,1,4,1,0
5633,1875,1,0,1,9
5678,1875,1,0,1,0
5701,1875,1,1,0,1
6041,1875,1,0,1,0
6132,1875,1,2,1,3
6321,1875,1,67,0,1
6324,1875,1,4,11,3
6363,1875,1,1,0,0
6485,1875,1,0,0,1
6500,1875,1,0,0,1
6502,1875,1,0,0,1
6566,1875,1,39,7,1
6605,1875,2,25,0,2
6768,1875,1,0,0,1
7241,1875,1,74,0,3
7244,1875,2,0,0,1
7248,1875,1,1,0,0
7377,1875,1,0,0,13
7561,1875,1,1,15,15
7569,1875,1,1,0,0
7692,1875,1,4,1,1
7974,1875,1,0,1,4
7991,1875,1,0,3,11
7991,1875,2,0,0,3
8060,1875,1,4,35,0
8182,1875,1,0,43,2
8203,1875,1,4,13,3
8988,1875,1,12,0,0
8988,1875,2,0,1,0
9257,1875,1,1,0,0
9424,1875,1,0,4,3
9652,1875,1,0,3,1
10256,1875,1,73,0,0
10626,1875,1,1,0,5
10653,1875,1,0,6,0
10691,1875,1,0,1,3
10979,1875,1,0,2,0
11015,1875,1,0,2,64
11146,1875,1,0,6,0
11248,1875,1,3,0,7
11248,1875,2,8,0,0
11277,1875,1,1,0,0
11432,1875,1,0,0,1
11631,1875,1,0,1,2
11638,1875,1,0,25,0
11638,1875,2,0,13,0
11657,1875,1,0,0,2
11732,1875,1,0,4,35
11807,1875,1,22,32,0
11855,1875,1,6,1,
11859,1875,1,1,20,2
12020,1875,1,0,0,2
12151,1875,2,1,0,1
12433,1875,1,0,0,2
12512,1875,1,3,7,
12729,1875,1,1,24,1
12937,1875,1,1,0,0
13033,1875,1,1,2,0
13377,1875,1,0,2,1
13396,1875,1,0,2,17
13414,1875,1,0,44,1
13550,1875,1,42,0,0
13550,1875,2,6,0,0
13662,1875,1,16,1,0
13662,1875,2,2,0,0
13725,1875,1,0,0,7
14069,1875,1,0,0,2
14163,1875,1,1,64,0
14526,1875,1,0,1,1
14527,1875,1,0,1,0
14527,1875,2,0,1,2
14527,1875,3,0,9,1
14717,1875,1,0,0,2
14850,1875,1,0,81,5
14874,1875,1,0,3,17
14889,1875,1,0,0,1
14994,1875,1,2,3,6
15046,1875,1,0,0,8
15221,1875,1,0,5,7
15620,1875,1,30,0,0
15864,1875,1,0,1,0
15896,1875,1,0,1,0
16227,1875,1,3,1,3
16248,1875,1,0,0,1
16251,1875,1,3,8,1
16356,1875,1,1,0,0
16494,1875,1,0,9,1
16927,1875,1,1,9,9
17113,1875,1,2,5,0
17196,1875,1,0,0,1
17255,1875,1,1,1,0
17419,1875,1,0,0,2
17499,1875,1,0,0,1
17761,1875,1,0,1,2
17867,1875,1,0,0,1
17966,1875,1,8,32,3
18102,1875,1,11,0,0
18102,1875,2,42,1,0
18613,1875,1,2,7,23
18661,1875,1,0,0,1
18783,1875,1,0,14,0
19080,1875,1,0,0,14
19125,1875,1,0,5,0
19622,1875,1,0,0,1
19722,1875,1,86,0,0
107,1876,1,3,0,29
243,1876,1,0,0,23
247,1876,1,0,1,5
409,1876,1,1,3,5
1065,1876,1,0,0,14
1065,1876,2,0,2,0
1266,1876,1,0,1,0
1372,1876,1,0,0,32
1542,1876,1,0,0,62
1678,1876,1,0,0,3
1679,1876,1,0,2,51
1688,1876,1,0,0,16
1835,1876,1,0,0,4
2135,1876,1,0,1,1
2682,1876,1,0,0,1
2846,1876,1,0,0,8
3008,1876,1,5,1,11
3157,1876,1,0,3,14
3168,1876,1,0,1,3
3288,1876,1,0,0,14
3401,1876,1,0,2,5
3579,1876,1,0,2,29
3983,1876,1,0,0,1
4015,1876,1,63,0,0
4268,1876,1,0,0,5
5095,1876,1,1,37,1
5607,1876,1,0,7,4
5633,1876,1,0,15,9
5838,1876,1,0,1,6
6363,1876,1,2,0,0
6566,1876,1,56,0,0
7241,1876,1,59,0,1
7244,1876,1,0,0,2
7377,1876,1,0,2,4
7561,1876,1,0,65,0
7618,1876,1,5,0,0
7991,1876,1,0,0,59
8060,1876,1,0,64,0
8182,1876,1,0,49,0
8988,1876,1,10,53,1
9424,1876,1,0,2,14
9632,1876,1,0,3,6
10256,1876,1,35,0,0
10814,1876,1,1,1,0
10979,1876,1,0,0,3
10981,1876,1,0,2,0
11015,1876,1,0,1,55
11277,1876,1,0,0,1
11432,1876,1,0,0,1
11631,1876,1,0,1,0
11657,1876,1,0,6,0
11859,1876,1,1,0,0
12053,1876,1,0,0,3
12555,1876,1,1,3,1
12729,1876,1,2,1,0
13414,1876,1,9,60,0
13662,1876,1,1,0,0
13791,1876,1,1,0,0
14069,1876,1,0,1,0
14152,1876,1,1,0,29
14163,1876,1,0,62,0
14850,1876,1,3,66,0
15087,1876,1,0,2,2
15620,1876,1,63,1,0
16257,1876,1,0,1,1
16851,1876,1,0,3,1
16852,1876,1,54,0,1
16927,1876,1,9,1,0
17499,1876,1,0,0,4
17530,1876,1,0,0,1
18102,1876,1,52,0,5
18783,1876,1,0,1,0
19080,1876,1,3,0,0
19138,1876,1,24,0,10
19622,1876,1,0,0,1
19722,1876,1,66,1,0
19834,1876,1,0,1,0
107,1877,1,0,1,56
948,1877,1,1,0,0
980,1877,1,0,5,0
1542,1877,1,13,4,23
1635,1877,1,0,0,3
1678,1877,1,1,0,0
1837,1877,1,0,0,1
2287,1877,1,1,0,0
2846,1877,1,0,1,57
3168,1877,1,2,0,9
3841,1877,1,25,1,1
3895,1877,1,0,57,2
3961,1877,1,0,1,2
4015,1877,1,12,0,0
4317,1877,1,1,0,0
4710,1877,1,20,1,29
5048,1877,1,0,0,15
5095,1877,1,0,33,0
6363,1877,1,0,1,0
6552,1877,1,0,1,0
6566,1877,1,36,0,1
6768,1877,1,1,0,0
7241,1877,1,61,0,0
7244,1877,2,0,0,19
7377,1877,1,0,3,2
7561,1877,1,0,1,0
8060,1877,1,24,18,7
8182,1877,1,0,55,0
8988,1877,1,5,3,0
8988,1877,2,0,2,0
8988,1877,3,38,0,0
9899,1877,1,0,4,0
10175,1877,1,1,2,1
10256,1877,1,37,0,0
10449,1877,1,0,3,0
10512,1877,1,1,0,2
10981,1877,1,0,1,0
11015,1877,1,1,10,1
11277,1877,1,1,0,0
11734,1877,1,0,1,0
12053,1877,1,0,1,0
12266,1877,1,0,1,1
12555,1877,1,0,0,11
12729,1877,1,0,25,5
13033,1877,1,0,14,2
13414,1877,1,23,35,3
14161,1877,1,0,0,1
14163,1877,1,0,38,0
14527,1877,1,0,0,4
14850,1877,1,0,33,0
15496,1877,1,0,0,2
15620,1877,1,1,5,0
15896,1877,1,1,0,22
16251,1877,1,0,1,60
16702,1877,1,0,7,3
16702,1877,2,0,3,0
16851,1877,1,0,0,1
17697,1877,1,2,0,0
18613,1877,1,0,0,10
19080,1877,1,0,0,19
19622,1877,1,0,1,0
19722,1877,1,56,0,0
421,1878,1,45,3,0
1213,1878,1,0,16,4
1635,1878,1,0,0,2
2135,1878,1,0,0,1
2846,1878,1,0,0,60
3168,1878,1,44,0,0
3801,1878,1,0,16,4
3841,1878,1,9,0,0
4057,1878,1,61,0,0
4531,1878,1,10,19,0
5701,1878,1,5,0,4
6605,1878,1,0,25,14
7244,1878,1,11,0,0
7244,1878,2,2,1,0
7377,1878,1,4,3,1
7639,1878,2,3,0,0
7991,1878,1,0,0,62
8060,1878,1,0,61,0
8172,1878,1,0,0,30
8988,1878,1,51,10,0
9327,1878,1,0,0,47
9652,1878,1,0,0,1
10033,1878,1,1,0,0
10256,1878,1,60,0,0
11015,1878,1,0,3,56
11495,1878,1,0,0,1
11525,1878,1,0,3,0
11733,1878,1,0,62,0
12266,1878,1,0,1,1
12512,1878,1,0,1,12
12555,1878,1,0,1,0
12729,1878,1,0,1,0
13107,1878,1,0,1,0
13414,1878,1,0,57,0
14163,1878,1,0,31,0
14746,1878,1,0,4,3
14836,1878,1,1,0,0
14850,1878,1,0,56,0
15896,1878,1,0,0,2
16251,1878,1,1,0,63
16851,1878,1,0,0,2
17421,1878,1,2,0,0
18783,1878,1,2,0,0
18880,1878,1,0,4,5
19080,1878,1,0,0,16
19722,1878,1,62,0,0
80,1879,1,0,2,0
223,1879,1,0,0,3
223,1879,2,0,2,0
1635,1879,1,0,1,4
1837,1879,1,0,0,1
2135,1879,1,0,0,6
2338,1879,1,0,1,4
2743,1879,1,0,0,11
2846,1879,1,0,3,5
3167,1879,1,7,1,3
3168,1879,1,0,0,7
3801,1879,1,0,1,1
3895,1879,1,3,1,39
4057,1879,1,66,1,4
4289,1879,1,0,0,1
4531,1879,1,81,0,0
4710,1879,1,0,0,16
5048,1879,1,0,1,79
5095,1879,1,0,78,0
5320,1879,1,2,7,64
5701,1879,1,0,0,1
5749,1879,1,0,2,15
5755,1879,1,0,0,25
6485,1879,1,21,2,0
6608,1879,1,0,2,0
6735,1879,1,0,48,6
7101,1879,1,0,0,1
7224,1879,1,2,63,2
7338,1879,1,10,4,0
7377,1879,1,1,3,0
7592,1879,1,1,7,26
8060,1879,1,0,85,0
8136,1879,1,0,0,1
8172,1879,1,0,3,1
8290,1879,1,76,0,1
8309,1879,1,0,67,2
8313,1879,1,1,5,42
8988,1879,1,83,0,0
9327,1879,1,0,2,27
9328,1879,2,0,0,2
10033,1879,1,2,1,0
10841,1879,1,0,26,0
10885,1879,1,0,1,0
11030,1879,1,67,0,0
11031,1879,1,38,2,0
11031,1879,2,0,0,1
11277,1879,1,0,0,21
11523,1879,1,0,2,5
11525,1879,1,6,7,0
11696,1879,1,0,0,34
11859,1879,1,0,1,6
12266,1879,1,0,8,1
12905,1879,1,0,1,1
12937,1879,1,4,0,0
13311,1879,1,0,0,2
13414,1879,1,2,0,56
13415,1879,1,0,70,1
13476,1879,1,0,1,0
14075,1879,1,0,1,1
14469,1879,1,0,10,37
14469,1879,2,0,7,3
14813,1879,1,1,0,1
14850,1879,1,5,26,0
14994,1879,1,4,29,2
15046,1879,1,43,0,0
15499,1879,1,0,0,2
15687,1879,1,0,1,0
16251,1879,1,0,0,72
16851,1879,1,0,0,2
17099,1879,1,0,0,1
17248,1879,1,0,1,1
17338,1879,1,1,54,1
17429,1879,1,0,0,1
17697,1879,1,24,0,0
18766,1879,1,4,0,4
18783,1879,1,13,7,1
19050,1879,1,0,0,1
19080,1879,1,0,4,18
19722,1879,1,81,0,0
1028,1880,1,0,0,10
1213,1880,1,0,3,3
1635,1880,1,0,0,26
1837,1880,1,1,0,6
2428,1880,1,0,0,1
2846,1880,1,0,47,35
3168,1880,1,1,9,0
3615,1880,1,0,5,3
3634,1880,1,2,6,21
3778,1880,1,0,1,0
3895,1880,1,8,21,48
4057,1880,1,86,0,0
4531,1880,1,0,29,1
4531,1880,2,0,31,0
4567,1880,1,1,0,7
4567,1880,2,0,3,0
4709,1880,1,0,0,9
4710,1880,1,0,0,77
4826,1880,1,0,14,0
5284,1880,1,1,14,0
5320,1880,1,0,6,41
5342,1880,1,0,0,4
5701,1880,1,0,4,10
5749,1880,1,0,0,35
6132,1880,1,1,18,0
6228,1880,1,0,1,0
6324,1880,1,0,0,1
6479,1880,1,82,0,0
6485,1880,1,0,4,0
6608,1880,1,0,10,0
6735,1880,1,0,73,1
7224,1880,1,3,0,0
7338,1880,1,10,2,0
7342,1880,1,67,2,0
7377,1880,1,0,1,1
7991,1880,1,0,0,1
8060,1880,1,0,75,0
8172,1880,1,0,0,3
8290,1880,1,67,0,0
8309,1880,1,2,76,0
8313,1880,1,0,2,10
8313,1880,2,38,12,2
8988,1880,1,66,1,0
9327,1880,1,0,0,64
9370,1880,1,1,1,0
9632,1880,1,0,0,49
10033,1880,1,0,1,1
10058,1880,1,0,0,10
10140,1880,1,0,0,1
11015,1880,1,0,2,47
11030,1880,1,53,0,0
11525,1880,1,2,1,2
11631,1880,2,0,0,2
11696,1880,1,1,1,1
11696,1880,2,1,0,1
13311,1880,1,0,0,3
13414,1880,1,15,4,19
13415,1880,1,3,78,1
14290,1880,1,0,10,0
14290,1880,2,0,0,7
14372,1880,1,1,1,1
14469,1880,1,0,54,2
14556,1880,1,0,0,3
14813,1880,1,1,14,1
14817,1880,1,0,0,3
14994,1880,1,0,1,0
14995,1880,1,1,1,18
15499,1880,1,2,6,19
16251,1880,1,0,0,83
16884,1880,1,14,8,0
17114,1880,1,6,1,15
17295,1880,1,5,42,0
18142,1880,1,1,3,0
18661,1880,1,3,7,1
18766,1880,1,0,0,2
18949,1880,1,1,1,0
19050,1880,1,1,0,0
19050,1880,2,16,1,0
19080,1880,1,0,1,33
19127,1880,1,3,0,0
19161,1880,1,1,11,1
19536,1880,1,80,0,0
19722,1880,1,50,1,2
1213,1881,1,1,2,0
1837,1881,2,1,0,0
2065,1881,1,33,0,2
2135,1881,2,0,0,13
2846,1881,1,0,84,0
3168,1881,1,15,6,0
3615,1881,1,1,0,0
3634,1881,1,1,0,24
3895,1881,1,0,47,26
4057,1881,1,82,0,0
4278,1881,1,0,2,6
4436,1881,1,2,2,0
4531,1881,1,79,0,1
4710,1881,1,0,0,23
4710,1881,2,0,4,1
5320,1881,1,0,0,83
5342,1881,1,2,0,0
5420,1881,1,0,3,0
5661,1881,1,1,1,0
5701,1881,1,0,0,8
5749,1881,1,3,4,50
5772,1881,1,0,0,3
5858,1881,1,0,0,12
6132,1881,1,6,0,8
6479,1881,1,84,0,0
6485,1881,1,0,1,0
6608,1881,1,0,1,2
6735,1881,1,0,72,0
7009,1881,1,0,0,1
7342,1881,1,2,72,0
8060,1881,1,0,78,0
8172,1881,1,0,0,3
8290,1881,1,83,1,0
8309,1881,1,2,72,1
9251,1881,1,0,1,0
9327,1881,1,0,0,72
9370,1881,1,2,1,0
9632,1881,1,0,0,82
10140,1881,1,0,1,1
10324,1881,1,0,3,24
10748,1881,1,0,0,6
11015,1881,1,1,0,0
11277,1881,1,0,0,5
11277,1881,2,1,9,9
11495,1881,1,0,1,16
11523,1881,1,0,0,3
11525,1881,1,2,8,0
12642,1881,1,32,0,0
13038,1881,1,2,12,12
13107,1881,1,6,9,0
13311,1881,1,0,2,0
13414,1881,1,18,0,0
14006,1881,1,0,0,1
14163,1881,1,0,5,0
14469,1881,1,7,13,0
14469,1881,2,25,0,0
14556,1881,1,0,1,24
14813,1881,1,1,1,2
14850,1881,1,0,48,0
14974,1881,1,0,79,0
14994,1881,1,0,24,1
14995,1881,1,0,2,9
15499,1881,1,0,1,4
16251,1881,1,0,0,85
16760,1881,3,1,4,3
16851,1881,1,0,0,1
17295,1881,1,1,0,17
17454,1881,1,0,2,4
17526,1881,1,0,0,1
17666,1881,1,0,0,5
17666,1881,3,23,0,0
18766,1881,1,0,4,36
19080,1881,1,2,0,15
19139,1881,1,,,15
19536,1881,1,80,0,0
19722,1881,1,85,0,0
1404,1882,1,74,0,0
1484,1882,1,0,4,34
1598,1882,1,0,2,0
1635,1882,1,0,1,7
1837,1882,1,5,4,0
2103,1882,1,2,0,13
2164,1882,1,0,0,45
2263,1882,1,0,0,7
2328,1882,1,0,0,1
2401,1882,1,10,0,0
2771,1882,1,2,0,8
2846,1882,1,0,12,4
3285,1882,1,1,38,0
3288,1882,1,21,1,4
3512,1882,1,5,19,0
3634,1882,1,5,10,0
3877,1882,2,0,1,0
4015,1882,1,60,0,0
4057,1882,1,84,0,0
4278,1882,1,1,0,13
4436,1882,1,0,1,1
4649,1882,1,1,2,1
4709,1882,1,1,1,20
4723,1882,1,2,0,0
4976,1882,1,1,0,0
4989,1882,1,1,0,0
5088,1882,1,2,16,0
5284,1882,1,38,7,0
5320,1882,1,0,4,64
5342,1882,1,0,1,0
5416,1882,1,0,1,1
5701,1882,1,0,0,10
5749,1882,1,0,1,84
6054,1882,1,4,0,11
6132,1882,1,5,1,1
6332,1882,1,0,3,2
6479,1882,1,74,0,0
6552,1882,1,0,0,6
6735,1882,1,0,84,0
6876,1882,1,0,0,7
7342,1882,1,0,82,0
7377,1882,1,0,23,0
7615,1882,1,0,55,3
7675,1882,1,0,2,0
8060,1882,1,0,82,0
8172,1882,1,0,3,0
8182,1882,1,0,1,0
8290,1882,1,84,0,0
8309,1882,1,0,84,1
8684,1882,1,0,0,13
8977,1882,1,0,1,1
9251,1882,1,0,8,0
9257,1882,1,0,1,2
9327,1882,1,0,0,38
9351,1882,1,0,0,1
9351,1882,2,0,0,1
9448,1882,1,0,9,0
9632,1882,1,0,0,84
9966,1882,1,0,1,0
9966,1882,2,0,15,0
9978,1882,1,0,12,1
10140,1882,1,0,8,19
10140,1882,2,0,1,0
10691,1882,1,0,1,0
10691,1882,2,0,0,1
10814,1882,1,1,3,1
10841,1882,1,0,79,0
11029,1882,1,0,31,0
11030,1882,1,79,0,0
11246,1882,1,0,1,0
11247,1882,1,75,0,1
11277,1882,1,0,0,13
11448,1882,2,5,0,18
11508,1882,1,0,0,2
11523,1882,1,0,0,2
11525,1882,1,1,2,1
11655,1882,1,0,0,6
11696,1882,1,0,1,0
11733,1882,1,0,0,1
11761,1882,1,0,1,0
11996,1882,1,0,1,0
12266,1882,1,0,0,1
12499,1882,1,0,0,11
12555,1882,1,0,1,0
12578,1882,1,0,25,0
12578,1882,2,1,2,0
12630,1882,2,0,0,1
12630,1882,3,1,5,0
12661,1882,1,21,2,0
12663,1882,1,1,12,1
12899,1882,1,0,0,1
13033,1882,1,0,14,0
13038,1882,1,0,0,47
13212,1882,1,0,6,12
13223,1882,1,16,4,0
13311,1882,1,0,6,0
13414,1882,1,5,77,0
14141,1882,2,0,0,3
14372,1882,1,0,0,1
14469,1882,1,78,5,0
14556,1882,1,1,0,30
14733,1882,1,0,55,11
14734,1882,1,0,4,0
14914,1882,1,0,0,1
14994,1882,1,0,41,0
14994,1882,2,0,17,1
14995,1882,1,1,1,9
15211,1882,1,0,1,0
15437,1882,1,1,0,81
