972,1114,902,1962
973,1114,902,1963
974,1114,902,1964
975,1123,620,1967
976,1123,620,1968
977,1125,287,1998
978,1126,997,1994
979,1130,1049,1987
980,1131,694,1981
981,1131,694,1982
982,1131,694,1983
983,1133,90,2007
984,1133,90,2008
985,1133,90,2009
986,1138,1145,1995
987,1138,1145,1996
988,1138,1145,1997
989,1139,220,2006
990,1139,220,2007
991,1139,314,2008
992,1140,996,1991
993,1140,562,1992
994,1142,353,1864
995,1142,353,1865
996,1142,353,1866
997,1142,353,1867
998,1142,353,1868
999,1144,997,1929
1000,1144,997,1930
1001,1144,997,1931
1002,1152,561,1985
1003,1152,561,1986
1004,1152,561,1987
1005,1160,187,1997
1006,1160,187,1998
1007,1162,53,1993
1008,1162,53,1994
1009,1162,53,1995
1010,1163,893,1986
1011,1163,893,1987
1012,1163,893,1988
1013,1163,893,1989
1014,1168,77,1966
1015,1168,77,1967
1016,1168,882,1968
1017,1168,882,1969
1018,1172,168,1974
1019,1178,609,1967
1020,1178,609,1968
1021,1178,609,1969
1022,1182,818,1981
1023,1182,818,1982
1024,1182,818,1983
1025,1186,996,2008
1026,1186,996,2009
1027,1193,1206,1990
1028,1193,1206,1991
1029,1196,139,1989
1030,1196,139,1990
1031,1196,543,1991
1032,1196,543,1992
1033,1197,1031,1985
1034,1197,1031,1986
1035,1197,1031,1987
1036,1199,841,1901
1037,1199,282,1902
1038,1199,841,1902
1039,1201,719,1974
1040,1201,719,1975
1041,1201,719,1976
1042,1202,255,1991
1043,1202,255,1992
1044,1202,255,1993
1045,1203,307,1986
1046,1203,307,1987
1047,1203,307,1988
1048,1205,902,1922
1049,1205,902,1923
1050,1205,902,1924
1051,1205,902,1925
1052,1206,733,1916
1053,1206,733,1917
1054,1206,733,1918
1055,1211,117,1984
1056,1211,117,1985
1057,1211,41,1986
1058,1211,41,1987
1059,1212,590,1936
1060,1216,897,1987
1061,1216,897,1988
1062,1216,897,1989
1063,1223,731,1919
1064,1223,731,1920
1065,1223,731,1921
1066,1223,731,1922
1067,1223,731,1923
1068,1224,302,1989
1069,1224,302,1990
1070,1224,302,1991
1071,1225,86,1896
1072,1226,460,1992
1073,1226,440,1993
1074,1231,231,1994
1075,1231,231,1995
1076,1231,231,1996
1077,1232,206,1942
1078,1232,206,1943
1079,1240,42,1912
1080,1240,42,1913
1081,1240,42,1914
1082,1240,42,1915
1083,1241,552,2000
1084,1241,552,2001
